Simulation,Description,Date_sd,Date_lockdown,Knot_date_1,Knot_date_2,Date,Mean,C_025,C_975
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-01-30,NA,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-01-31,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-03,6,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-05,0.16666666666666666,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-08,3,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-09,0.3333333333333333,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-11,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-12,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-13,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-14,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-17,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-19,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-21,1,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-23,4,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-24,0.25,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-25,4,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-26,0.75,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-27,2,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-28,2,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-02-29,0.3333333333333333,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-01,7.75,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-02,1.2580645161290323,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-03,1.3333333333333333,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-04,0.9423076923076923,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-05,0.9591836734693877,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-06,1.553191489361702,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-07,0.6438356164383562,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-08,1.0638297872340425,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-09,2.48,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-10,1.7983870967741935,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-11,1.5874439461883407,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-12,1.1666666666666667,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-13,0.9491525423728814,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-14,0.8086734693877551,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-15,1.252365930599369,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-16,1.3753148614609572,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-17,1.2435897435897436,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-18,1.3387334315169366,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-19,1.0242024202420241,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-20,1.1611170784103115,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-21,0.9565217391304348,NA,NA
True,True,2020-03-17,2020-03-24,2020-03-23,2020-04-03,2020-03-22,1.1663442940038684,NA,NA
